1.181249999999999911e+00,0.000000000000000000e+00
3.543749999999999734e+00,0.000000000000000000e+00
5.906250000000000000e+00,0.000000000000000000e+00
8.268749999999998934e+00,0.000000000000000000e+00
1.063124999999999964e+01,2.413170851221810020e-01
1.299374999999999858e+01,1.815187114289045667e+02
1.535624999999999929e+01,2.575287669006891065e+03
1.771875000000000000e+01,2.757771648776284110e+03
2.008124999999999716e+01,7.532471495003757127e+02
2.244375000000000142e+01,1.448385144903330399e+02
2.480624999999999858e+01,3.262606990851887900e+01
2.716874999999999574e+01,1.153495666884025184e+01
2.953125000000000000e+01,5.598556374834599225e+00
3.189374999999999716e+01,4.585024617321439067e+00
3.425624999999999432e+01,3.764546527906023510e+00
3.661874999999999858e+01,2.606224519319555011e+00
3.898124999999999574e+01,3.185385523612789260e+00
4.134375000000000000e+01,2.027063515026320317e+00
4.370624999999999716e+01,1.303112259659777505e+00
4.606874999999999432e+01,1.447902510733086290e+00
4.843124999999999858e+01,1.254848842635341466e+00
5.079374999999999574e+01,1.158322008586468721e+00
5.315625000000000000e+01,8.687415064398517073e-01
5.551874999999999716e+01,9.652683404887240082e-01
5.788124999999999432e+01,1.061795174537596642e+00
6.024374999999999147e+01,8.204780894154154458e-01
6.260624999999999574e+01,7.722146723909792954e-01
6.496875000000000000e+01,3.861073361954896477e-01
6.733124999999998295e+01,4.826341702443620041e-01
6.969374999999999432e+01,5.791610042932343605e-01
7.205625000000000568e+01,4.826341702443620041e-01
7.441874999999998863e+01,3.861073361954896477e-01
7.678125000000000000e+01,2.413170851221810020e-01
7.914374999999998295e+01,3.378439191710534417e-01
8.150624999999999432e+01,4.826341702443620041e-01
8.386875000000000568e+01,5.308975872687983211e-01
8.623124999999998863e+01,4.343707532199258536e-01
8.859375000000000000e+01,2.895805021466171802e-01
9.095624999999998295e+01,4.826341702443620041e-01
9.331874999999999432e+01,1.930536680977448238e-01
9.568125000000000568e+01,1.930536680977448238e-01
9.804374999999998863e+01,6.274244213176707330e-01
1.004062500000000000e+02,3.861073361954896477e-01
1.027687499999999829e+02,3.378439191710534417e-01
1.051312499999999943e+02,4.343707532199258536e-01
1.074937499999999915e+02,1.930536680977448238e-01
1.098562499999999886e+02,9.652683404887241192e-02
1.122187500000000000e+02,3.861073361954896477e-01
1.145812499999999829e+02,2.413170851221810020e-01
1.169437499999999943e+02,1.447902510733085901e-01
1.193062499999999915e+02,1.930536680977448238e-01
1.216687499999999886e+02,2.413170851221810020e-01
1.240312500000000000e+02,1.930536680977448238e-01
1.263937499999999829e+02,1.930536680977448238e-01
1.287562499999999943e+02,3.378439191710534417e-01
1.311187499999999773e+02,2.413170851221810020e-01
1.334812499999999886e+02,3.378439191710534417e-01
1.358437500000000000e+02,3.378439191710534417e-01
1.382062499999999829e+02,2.895805021466171802e-01
1.405687499999999943e+02,3.861073361954896477e-01
1.429312499999999773e+02,5.308975872687983211e-01
1.452937499999999886e+02,9.652683404887241192e-02
1.476562500000000000e+02,9.652683404887241192e-02
1.500187499999999829e+02,2.895805021466171802e-01
1.523812499999999943e+02,3.378439191710534417e-01
1.547437499999999773e+02,1.447902510733085901e-01
1.571062499999999886e+02,9.652683404887241192e-02
1.594687500000000000e+02,2.413170851221810020e-01
1.618312499999999829e+02,3.378439191710534417e-01
1.641937499999999943e+02,2.413170851221810020e-01
1.665562499999999773e+02,1.930536680977448238e-01
1.689187499999999886e+02,2.895805021466171802e-01
1.712812500000000000e+02,9.652683404887241192e-02
1.736437499999999829e+02,2.413170851221810020e-01
1.760062499999999943e+02,1.447902510733085901e-01
1.783687499999999773e+02,1.930536680977448238e-01
1.807312499999999886e+02,2.895805021466171802e-01
1.830937500000000000e+02,1.930536680977448238e-01
1.854562499999999829e+02,3.861073361954896477e-01
1.878187499999999943e+02,2.413170851221810020e-01
1.901812499999999773e+02,4.826341702443620596e-02
1.925437499999999886e+02,3.378439191710534417e-01
1.949062500000000000e+02,2.895805021466171802e-01
1.972687499999999829e+02,1.447902510733085901e-01
1.996312499999999659e+02,1.930536680977448238e-01
2.019937499999999773e+02,2.895805021466171802e-01
2.043562499999999886e+02,3.378439191710534417e-01
2.067187500000000000e+02,9.652683404887241192e-02
2.090812499999999829e+02,2.895805021466171802e-01
2.114437499999999659e+02,2.895805021466171802e-01
2.138062499999999773e+02,1.447902510733085901e-01
2.161687499999999886e+02,9.652683404887241192e-02
2.185312500000000000e+02,1.930536680977448238e-01
2.208937499999999829e+02,1.447902510733085901e-01
2.232562499999999659e+02,1.447902510733085901e-01
2.256187499999999773e+02,1.930536680977448238e-01
2.279812499999999886e+02,3.378439191710534417e-01
2.303437500000000000e+02,2.413170851221810020e-01
2.327062499999999829e+02,1.930536680977448238e-01
2.350687499999999943e+02,9.652683404887241192e-02
