0.2	0.4	2831600.0
0.4	0.6	1371200.0
0.6	0.8	644200.0
0.8	1.0	359600.0
1.0	1.2	224600.0
1.2	1.4	138200.0
1.4	1.6	105600.0
1.6	1.8	81800.0
1.8	2.0	61400.0
2.0	2.2	46800.0
2.2	2.4	41400.0
2.4	2.6	35000.0
2.6	2.8	30600.0
2.8	3.0	23600.0
3.0	3.2	19000.0
3.2	3.4	22800.0
3.4	3.6	18600.0
3.6	3.8	15400.0
3.8	4.0	16400.0
4.0	4.2	15200.0
4.2	4.4	13200.0
4.4	4.6	14200.0
4.6	4.8	13000.0
4.8	5.0	13200.0
5.0	5.2	14600.0
5.2	5.4	12600.0
5.4	5.6	11600.0
5.6	5.8	11200.0
5.8	6.0	10800.0
6.0	6.2	10800.0
6.2	6.4	11200.0
6.4	6.6	11000.0
6.6	6.8	11200.0
6.8	7.0	12200.0
7.0	7.2	9400.0
7.2	7.4	8800.0
7.4	7.6	7200.0
7.6	7.8	6200.0
7.8	8.0	9000.0
8.0	8.2	9600.0
8.2	8.4	6000.0
8.4	8.6	9600.0
8.6	8.8	9000.0
8.8	9.0	9200.0
9.0	9.2	7200.0
9.2	9.4	7200.0
9.4	9.6	8200.0
9.6	9.8	6600.0
9.8	10.0	8800.0
10.0	10.2	7200.0
10.2	10.4	5800.0
10.4	10.6	6600.0
10.6	10.8	7400.0
10.8	11.0	9800.0
11.0	11.2	8200.0
11.2	11.4	8000.0
11.4	11.6	9800.0
11.6	11.8	7800.0
11.8	12.0	5400.0
12.0	12.2	6800.0
12.2	12.4	5400.0
12.4	12.6	5000.0
12.6	12.8	9000.0
12.8	13.0	8600.0
13.0	13.2	7400.0
13.2	13.4	6000.0
13.4	13.6	6400.0
13.6	13.8	7400.0
13.8	14.0	6800.0
14.0	14.2	4800.0
14.2	14.4	10000.0
14.4	14.6	9200.0
14.6	14.8	7800.0
14.8	15.0	5200.0
15.0	15.2	7400.0
15.2	15.4	6600.0
