0.07	2.71399e+07
0.09	3.03357e+06
0.11	936981
0.13	437017
0.15	238052
0.17	159041
0.19	128927
0.21	107846
0.23	97594
0.25	94394.5
0.27	73297.8
0.29	58131.5
0.31	69274.9
0.33	45564.4
0.35	53150.4
0.37	41797.2
0.39	51374.6
0.41	44070.3
0.43	41364.3
0.45	33537.8
0.47	23775.8
0.49	23498.1
0.51	25515.2
0.53	18848.3
0.55	19300.6
0.57	25591.3
0.59	22492.6
0.61	13895.2
0.63	17685.9
0.65	19467.5
0.67	29278.6
0.69	16903.8
0.71	20028.6
0.73	17658.9
0.75	14421.6
0.77	18956.6
0.79	14323.4
0.81	9744.61
0.83	18170.7
0.85	10688.7
0.87	14964.1
0.89	10400.7
0.91	6024.03
0.93	15846.8
0.95	16654.5
0.97	17549
0.99	9795.17
1.01	11645.2
1.03	9241.72
1.05	11839.7
1.07	11393.6
1.09	5801.84
1.11	13058.8
1.13	10385.4
1.15	6326.06
1.17	8565.09
1.19	13966.4
1.21	10737.5
1.23	7475.88
1.25	11519.5
1.27	10272.6
1.29	9260.09
1.31	13490.2
1.33	8348.54
1.35	8321.68
1.37	6221.24
1.39	9261.33
1.41	13257.9
1.43	10126.5
1.45	7077.49
1.47	7066.44
1.49	6017.03
1.51	8951.51
1.53	10915.6
1.55	8062.3
1.57	8189.93
1.59	6241.25
1.61	8457.72
1.63	10575
1.65	7063.68
1.67	5789.57
1.69	12670.1
1.71	8022.7
1.73	9195.47
1.75	2016.88
1.77	3982.02
1.79	14919.2
1.81	5986.08
1.83	7005.37
1.85	5019.38
1.87	5035.01
1.89	5165.73
1.91	11759.1
1.93	8715.38
1.95	3173.8
1.97	7197.51
1.99	15237.5
